"Catalog Selected Products List","Liste des produits sélectionnés du catalogue"
"List of Products that are selected by sku","Liste des produits qui sont sélectionnés par SKU"
"default Products Grid Template","Template  grille défaut de produits"
"Products SKU","Produits SKU"
"insert the products SKU, that  you want to be displayed .","insérer les produits SKU, que vous voulez afficher."
"3 or 6 digits in hexadecimal","3 ou 6 chiffres en hexadécimal"
"Text color","Couleur de texte"
